Year,State,District,target_yield,Area,Production,yield_calculated,ndvi,rainfall,temperature
2004,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.209259412,12.64391846,25.08883664
2005,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.202791702,8.621785463,24.42170171
2006,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.194549933,2.520001297,24.03676383
2007,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.203100626,6.364121725,24.8339229
2008,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.214502235,1.692210705,24.4395597
2009,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.227626104,13.48170679,24.6417821
2010,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.224569709,14.07552253,24.00328832
2011,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.215643766,9.442261018,25.25087604
2012,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.210121141,13.74442544,24.6820107
2013,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.216040941,6.720122349,24.75782959
2014,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.208166437,9.778705441,24.3140345
2015,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.230536457,12.08476521,24.59180725
2016,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.211460916,5.932424627,24.7917295
2017,RAJASTHAN,PALI,0,90453.54513,207673.2601,0,0.212489439,6.316661892,24.42387099
1966,RAJASTHAN,SWAMI MADHOPUR,500,90453.54513,207673.2601,500,0.191194593,10.62942561,24.62256873
1967,RAJASTHAN,SWAMI MADHOPUR,571.43,90453.54513,207673.2601,571.43,0.211398469,9.193632433,25.42364532
1968,RAJASTHAN,SWAMI MADHOPUR,285.71,90453.54513,207673.2601,285.71,0.221717659,2.183839004,23.85547862
1969,RAJASTHAN,SWAMI MADHOPUR,800,90453.54513,207673.2601,800,0.202675592,-4.973004251,24.82278046
1970,RAJASTHAN,SWAMI MADHOPUR,750,90453.54513,207673.2601,750,0.205845614,5.083502292,24.33776657
1971,RAJASTHAN,SWAMI MADHOPUR,857.14,90453.54513,207673.2601,857.14,0.221279928,-4.523428291,25.3987446
1972,RAJASTHAN,SWAMI MADHOPUR,500,90453.54513,207673.2601,500,0.198586245,1.006055924,24.64013596
1973,RAJASTHAN,SWAMI MADHOPUR,750,90453.54513,207673.2601,750,0.223930827,1.589707819,24.20692232
1974,RAJASTHAN,SWAMI MADHOPUR,1333.33,90453.54513,207673.2601,1333.33,0.208031378,3.11793105,24.62269459
1975,RAJASTHAN,SWAMI MADHOPUR,1580,90453.54513,207673.2601,1580,0.209467135,10.06333333,24.90531674
1976,RAJASTHAN,SWAMI MADHOPUR,890.24,90453.54513,207673.2601,890.24,0.202114033,11.14954031,26.11831084
1977,RAJASTHAN,SWAMI MADHOPUR,925.37,90453.54513,207673.2601,925.37,0.21713328,8.504846204,23.67559459
1978,RAJASTHAN,SWAMI MADHOPUR,729.17,90453.54513,207673.2601,729.17,0.237951537,9.123677485,24.13094154
1979,RAJASTHAN,SWAMI MADHOPUR,25,90453.54513,207673.2601,25,0.22116779,9.241744887,25.38310905
1980,RAJASTHAN,SWAMI MADHOPUR,346.15,90453.54513,207673.2601,346.15,0.204709965,-6.523007351,23.97601979
1981,RAJASTHAN,SWAMI MADHOPUR,553.19,90453.54513,207673.2601,553.19,0.224709023,6.012131015,24.73531557
1982,RAJASTHAN,SWAMI MADHOPUR,750,90453.54513,207673.2601,750,0.210186022,-3.021151001,24.48881717
1983,RAJASTHAN,SWAMI MADHOPUR,1234.04,90453.54513,207673.2601,1234.04,0.227097667,8.506839983,24.41028758
1984,RAJASTHAN,SWAMI MADHOPUR,900,90453.54513,207673.2601,900,0.221419581,-4.504398132,24.6444033
1985,RAJASTHAN,SWAMI MADHOPUR,617.02,90453.54513,207673.2601,617.02,0.183921402,5.058949928,24.56415825
1986,RAJASTHAN,SWAMI MADHOPUR,333.33,90453.54513,207673.2601,333.33,0.203312021,8.699991485,25.25903041
1987,RAJASTHAN,SWAMI MADHOPUR,0,90453.54513,207673.2601,0,0.22279667,0.372352863,25.39464696
1988,RAJASTHAN,SWAMI MADHOPUR,1060.61,90453.54513,207673.2601,1060.61,0.21486939,10.76972241,24.94365159
1989,RAJASTHAN,SWAMI MADHOPUR,705.88,90453.54513,207673.2601,705.88,0.203115258,8.494253455,24.61246334
1990,RAJASTHAN,SWAMI MADHOPUR,1751.94,90453.54513,207673.2601,1751.94,0.207016922,7.865266084,24.85973454
1991,RAJASTHAN,SWAMI MADHOPUR,297.4,90453.54513,207673.2601,297.4,0.194290451,9.451150542,25.13301239
1992,RAJASTHAN,SWAMI MADHOPUR,914.63,90453.54513,207673.2601,914.63,0.212469084,4.165142166,25.23134876
1993,RAJASTHAN,SWAMI MADHOPUR,957.03,90453.54513,207673.2601,957.03,0.235459715,6.720736924,24.91552303
1994,RAJASTHAN,SWAMI MADHOPUR,1314.98,90453.54513,207673.2601,1314.98,0.221402151,6.011400466,25.49433038
1995,RAJASTHAN,SWAMI MADHOPUR,832.06,90453.54513,207673.2601,832.06,0.235256987,5.898397882,24.42224358
1996,RAJASTHAN,SWAMI MADHOPUR,829.11,90453.54513,207673.2601,829.11,0.222176788,2.600987222,25.30047776
1997,RAJASTHAN,SWAMI MADHOPUR,415.51,90453.54513,207673.2601,415.51,0.223627611,-0.251517969,25.08267954
1998,RAJASTHAN,SWAMI MADHOPUR,969.77,90453.54513,207673.2601,969.77,0.233093604,4.276850858,24.42549942
1999,RAJASTHAN,SWAMI MADHOPUR,1173.8,90453.54513,207673.2601,1173.8,0.21712545,4.001403069,24.84684255
2000,RAJASTHAN,SWAMI MADHOPUR,189.32,90453.54513,207673.2601,189.32,0.211480544,2.277487667,24.8812144
2001,RAJASTHAN,SWAMI MADHOPUR,360.71,90453.54513,207673.2601,360.71,0.223679392,10.22141151,24.65948339
2002,RAJASTHAN,SWAMI MADHOPUR,181.82,90453.54513,207673.2601,181.82,0.22789122,0.100109516,24.65403186
2003,RAJASTHAN,SWAMI MADHOPUR,1202.7,90453.54513,207673.2601,1202.7,0.208553171,5.10359681,23.96808579
2004,RAJASTHAN,SWAMI MADHOPUR,1572.77,90453.54513,207673.2601,1572.77,0.206137127,11.79284116,24.385866
2005,RAJASTHAN,SWAMI MADHOPUR,1243.03,90453.54513,207673.2601,1243.03,0.214741378,10.50678937,24.61131354
2006,RAJASTHAN,SWAMI MADHOPUR,2336.9,90453.54513,207673.2601,2336.9,0.221667806,12.04261203,24.44421541
2007,RAJASTHAN,SWAMI MADHOPUR,989.69,90453.54513,207673.2601,989.69,0.221333728,3.007239718,24.30266757
2008,RAJASTHAN,SWAMI MADHOPUR,1916.33,90453.54513,207673.2601,1916.33,0.199111141,9.882583234,25.26104528
2009,RAJASTHAN,SWAMI MADHOPUR,1078.26,90453.54513,207673.2601,1078.26,0.232468878,0.64629062,24.67853706
2010,RAJASTHAN,SWAMI MADHOPUR,1431.45,90453.54513,207673.2601,1431.45,0.206941168,4.581772826,25.81387047
2011,RAJASTHAN,SWAMI MADHOPUR,1411.48,90453.54513,207673.2601,1411.48,0.210702167,5.052363551,24.84187336
2012,RAJASTHAN,SWAMI MADHOPUR,1497.74,90453.54513,207673.2601,1497.74,0.204326274,3.081941544,25.2505772
2013,RAJASTHAN,SWAMI MADHOPUR,1518.99,90453.54513,207673.2601,1518.99,0.240336106,4.152072664,24.62643859
2014,RAJASTHAN,SWAMI MADHOPUR,1554.01,90453.54513,207673.2601,1554.01,0.215773524,3.494262967,24.39966222
2015,RAJASTHAN,SWAMI MADHOPUR,1711,90453.54513,207673.2601,1711,0.204843067,1.049173549,24.86192421
2016,RAJASTHAN,SWAMI MADHOPUR,1859.1,90453.54513,207673.2601,1859.1,0.221992053,10.24321013,25.37825764
2017,RAJASTHAN,SWAMI MADHOPUR,1773.14,90453.54513,207673.2601,1773.14,0.221044175,5.048892591,24.68596339
1966,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.211475547,6.968325325,24.9538887
1967,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.221758884,6.780026961,24.85927982
1968,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.205099898,6.23477473,24.68149915
1969,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.208423635,6.425165335,24.70708738
1970,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.193250651,4.434056505,24.23126229
1971,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.200113306,13.05312695,24.72495534
1972,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.231429125,9.764866413,25.05714659
1973,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.229767104,6.053052769,24.87835567
1974,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.214010704,3.725870425,24.82258987
1975,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.229982132,5.367038391,25.09300533
1976,RAJASTHAN,SIKAR,1000,90453.54513,207673.2601,1000,0.211752072,8.049250187,24.82796706
1977,RAJASTHAN,SIKAR,1000,90453.54513,207673.2601,1000,0.210918714,13.46084307,24.73745758
1978,RAJASTHAN,SIKAR,1000,90453.54513,207673.2601,1000,0.213917924,-0.904095118,25.09807981
1979,RAJASTHAN,SIKAR,1000,90453.54513,207673.2601,1000,0.212103601,9.260016398,24.79879942
1980,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.211200854,11.59476079,24.61220196
1981,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.224786798,-1.472449745,24.96463474
1982,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.214854174,5.055388221,24.71289041
1983,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.220477635,0.638552739,24.58974288
1984,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.223666623,8.113790663,24.80821072
1985,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.217234675,4.169387943,24.81404503
1986,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.203650104,5.310447271,24.17868725
1987,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.199824158,3.905863569,24.89711484
1988,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.214840624,9.561959769,25.65375603
1989,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.211640254,7.106307408,24.24069401
1990,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.214226732,7.115776425,24.47921175
1991,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.213192277,6.76425173,26.12051272
1992,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.239188554,8.823597007,24.31943326
1993,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.200050555,4.651283331,25.37369465
1994,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.193453355,14.46501654,24.61614653
1995,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.216676586,-0.212831151,24.7605696
1996,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.209588592,-2.668449636,24.6649157
1997,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.216513496,-3.082260238,24.94334992
1998,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.219191648,-4.436797992,23.94062302
1999,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.226193864,9.326991679,24.82362984
2000,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.198280559,8.717981101,24.52881868
2001,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.207785638,12.00002506,23.79896266
2002,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.21764043,0.677951531,25.29094412
2003,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.221057453,9.688449879,23.67674822
2004,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.235287313,6.245262916,25.80472272
2005,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.222909857,6.794075101,25.0389762
2006,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.212784931,9.089257082,24.05000171
2007,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.20444846,2.17973385,25.39954643
2008,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.207709919,18.89738828,24.35530987
2009,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.207425789,12.62054413,24.37808767
2010,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.219905154,3.302612835,23.83001445
2011,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.215922792,0.507452316,24.29851816
2012,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.200116322,5.521621796,24.35741522
2013,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.208993803,6.872434823,25.13957265
2014,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.222128293,11.2892189,25.31409654
2015,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.216869441,0.117538047,24.11010522
2016,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.219039263,7.388577321,24.86576959
2017,RAJASTHAN,SIKAR,0,90453.54513,207673.2601,0,0.217182034,-1.683932517,23.81037228
1966,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.229617125,8.142930572,24.867672
1967,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.215713248,5.423621503,25.8115397
1968,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.209492589,15.64454142,23.84059339
1969,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.204195267,-1.768870116,24.22316634
1970,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.215848912,12.81418451,25.09413722
1971,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.188945777,-2.558014071,25.15309685
1972,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.211509927,-0.674908767,24.25994124
1973,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.211294419,-2.424330187,25.46729048
1974,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.199708109,7.212905647,24.32271039
1975,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.204070159,0.092648551,25.56723341
1976,RAJASTHAN,SIROHI,1000,90453.54513,207673.2601,1000,0.221449393,-0.780514921,24.96482545
1977,RAJASTHAN,SIROHI,1500,90453.54513,207673.2601,1500,0.215659935,6.974980613,25.36610713
1978,RAJASTHAN,SIROHI,1500,90453.54513,207673.2601,1500,0.214370701,8.220019534,24.91591367
1979,RAJASTHAN,SIROHI,500,90453.54513,207673.2601,500,0.216416293,6.160389126,25.05898166
1980,RAJASTHAN,SIROHI,1000,90453.54513,207673.2601,1000,0.214279093,5.15004686,25.08556587
1981,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.225781443,15.10569077,25.30289288
1982,RAJASTHAN,SIROHI,1000,90453.54513,207673.2601,1000,0.214587109,6.690323936,24.71408571
1983,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.198770686,9.989599975,24.28054769
1984,RAJASTHAN,SIROHI,1000,90453.54513,207673.2601,1000,0.229654117,6.675753233,24.69103004
1985,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.21705622,0.471761164,24.39675569
1986,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.20746028,8.710581014,24.42946355
1987,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.2008188,2.682156048,25.55788823
1988,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.21731196,5.506211915,25.04186355
1989,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.212181097,7.488156014,25.01886835
1990,RAJASTHAN,SIROHI,1000,90453.54513,207673.2601,1000,0.229094285,-3.74594773,25.26682138
1991,RAJASTHAN,SIROHI,1000,90453.54513,207673.2601,1000,0.209893745,-2.086368015,25.03925485
1992,RAJASTHAN,SIROHI,1000,90453.54513,207673.2601,1000,0.204979009,10.50843847,25.66403836
1993,RAJASTHAN,SIROHI,1000,90453.54513,207673.2601,1000,0.22231078,2.642410372,23.68317744
1994,RAJASTHAN,SIROHI,2000,90453.54513,207673.2601,2000,0.222605636,2.879532659,24.2317033
1995,RAJASTHAN,SIROHI,1000,90453.54513,207673.2601,1000,0.215039331,6.793334592,24.38016368
1996,RAJASTHAN,SIROHI,1000,90453.54513,207673.2601,1000,0.220116388,4.032779619,24.04264137
1997,RAJASTHAN,SIROHI,1000,90453.54513,207673.2601,1000,0.212975946,8.049084513,24.78696099
1998,RAJASTHAN,SIROHI,1000,11,14,1.272727273,0.215691468,5.705533661,24.81046596
1999,RAJASTHAN,SIROHI,1000,8,10,1.25,0.225002726,6.954157356,25.71816773
2000,RAJASTHAN,SIROHI,1000,7,6,0.857142857,0.219606001,2.451850654,25.18239418
2001,RAJASTHAN,SIROHI,1000,7,9,1.285714286,0.211660073,6.929116721,24.47673639
2002,RAJASTHAN,SIROHI,0,3,2,0.666666667,0.226876443,11.48658804,24.97767935
2003,RAJASTHAN,SIROHI,1000,6,10,1.666666667,0.189704264,3.122401524,23.81700955
2004,RAJASTHAN,SIROHI,0,1,2,2,0.23387355,10.53773411,24.80162722
2005,RAJASTHAN,SIROHI,0,1,2,2,0.196293226,5.703341013,24.77489327
2006,RAJASTHAN,SIROHI,1000,7,11,1.571428571,0.207081889,9.633550885,24.27945091
2007,RAJASTHAN,SIROHI,0,3,6,2,0.212943642,6.604999197,24.62990092
2008,RAJASTHAN,SIROHI,0,3,5,1.666666667,0.211888011,5.794088004,24.38423086
2009,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.223416928,7.709791015,24.26422695
2010,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.202774451,12.02913042,25.06774918
2011,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.215960486,7.141629076,25.2474552
2012,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.207570696,8.353796759,24.98549738
2013,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.216304227,4.118718037,24.51144727
2014,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.212705095,13.81557497,24.39922281
2015,RAJASTHAN,SIROHI,1000,90453.54513,207673.2601,1000,0.214282174,9.16282816,24.52699962
2016,RAJASTHAN,SIROHI,2500,90453.54513,207673.2601,2500,0.207853569,6.349684905,24.62049566
2017,RAJASTHAN,SIROHI,0,90453.54513,207673.2601,0,0.208252178,5.347874244,24.29445448
1966,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.216225542,10.85068395,25.2574116
1967,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.222789972,2.93012222,24.62936274
1968,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.207370024,-2.953232476,25.11294003
1969,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.204665142,6.323140602,24.03053919
1970,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.219487419,11.91116547,24.38632936
1971,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.213027778,13.91768666,25.16019631
1972,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.221657799,5.424672888,25.1672726
1973,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.204294845,6.179080925,24.12923464
1974,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.195558428,8.558794767,24.88203405
1975,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.208022777,4.639395511,24.89515675
1976,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.205689291,8.543172347,24.37639292
1977,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.212564933,5.53413385,24.9089986
1978,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.206984365,11.01798389,23.94027376
1979,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.220762987,9.57604517,24.26705368
1980,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.210471315,10.01228177,25.02997858
1981,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.214857562,4.934554381,24.74524974
1982,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.214929163,15.59077921,24.77120977
1983,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.215302368,8.380702317,24.64295827
1984,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.213111526,7.197612872,24.9989509
1985,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.218458824,2.156427702,25.02304805
1986,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.205396266,5.475783504,25.12624866
1987,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.227346997,6.533041408,24.79333421
1988,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.210987443,2.022756123,24.53629369
1989,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.200237326,4.499556876,24.4519914
1990,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.215233551,5.132142514,24.20207628
1991,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.204841013,6.24074591,24.5291047
1992,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.220006163,-2.852392345,24.42730745
1993,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.235448873,5.284789901,25.53128899
1994,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.205487096,4.07441169,24.20703081
1995,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.216676541,5.856721857,25.24918067
1996,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.195797761,11.13752544,24.59663064
1997,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.21789187,16.22312007,24.62726313
1998,RAJASTHAN,TONK,1333.33,33,40,1.212121212,0.204495679,9.353028603,24.93109365
1999,RAJASTHAN,TONK,1250,155,196,1.264516129,0.207104471,-0.210968255,24.02123083
2000,RAJASTHAN,TONK,1000,70,66,0.942857143,0.202339952,4.234107846,24.33051207
2001,RAJASTHAN,TONK,2000,12,15,1.25,0.22067433,8.940959149,24.10993022
2002,RAJASTHAN,TONK,1000,10,8,0.8,0.223425861,8.377595087,24.54037046
2003,RAJASTHAN,TONK,1000,5,8,1.6,0.213586669,10.89777128,24.27590204
2004,RAJASTHAN,TONK,1000,5,8,1.6,0.20470855,5.474387633,25.3890712
2005,RAJASTHAN,TONK,0,4,6,1.5,0.229248048,4.143641383,24.43882787
2006,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.205848716,14.72326262,23.54125169
2007,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.191732494,6.254495622,24.56328321
2008,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.217936707,0.877770725,25.13422732
2009,RAJASTHAN,TONK,1000,7,11,1.571428571,0.202305071,13.33681089,25.54563383
2010,RAJASTHAN,TONK,0,2,4,2,0.223238905,-1.519334852,24.615753
2011,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.20954144,-11.51408351,24.47204957
2012,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.21938995,9.808076395,24.72327363
2013,RAJASTHAN,TONK,0,90453.54513,207673.2601,0,0.227367821,10.51464746,24.93802768
2014,RAJASTHAN,TONK,1000,90453.54513,207673.2601,1000,0.201264229,8.031207315,24.1660576
2015,RAJASTHAN,TONK,1000,90453.54513,207673.2601,1000,0.207693446,-0.551137815,24.60827443
2016,RAJASTHAN,TONK,2000,90453.54513,207673.2601,2000,0.212596107,5.666793329,24.70573233
2017,RAJASTHAN,TONK,2500,90453.54513,207673.2601,2500,0.228728331,4.570299737,24.75340124
1966,RAJASTHAN,UDAIPUR,200,90453.54513,207673.2601,200,0.20676899,3.27469755,24.65822812
1967,RAJASTHAN,UDAIPUR,666.67,90453.54513,207673.2601,666.67,0.20740778,13.02148976,24.26260861
1968,RAJASTHAN,UDAIPUR,145.99,90453.54513,207673.2601,145.99,0.218134223,0.727812312,24.89987094
1969,RAJASTHAN,UDAIPUR,454.55,90453.54513,207673.2601,454.55,0.20758053,7.54166487,24.70821322
1970,RAJASTHAN,UDAIPUR,785.71,90453.54513,207673.2601,785.71,0.214878076,11.93137752,24.70699733
1971,RAJASTHAN,UDAIPUR,600,90453.54513,207673.2601,600,0.197837443,7.868350232,24.18923553
1972,RAJASTHAN,UDAIPUR,133.33,90453.54513,207673.2601,133.33,0.235496117,12.16673447,25.05059352
1973,RAJASTHAN,UDAIPUR,500,90453.54513,207673.2601,500,0.199875725,8.779716217,24.25653196
1974,RAJASTHAN,UDAIPUR,116.67,90453.54513,207673.2601,116.67,0.21013529,8.107890957,25.53871856
1975,RAJASTHAN,UDAIPUR,1121.02,90453.54513,207673.2601,1121.02,0.213028007,7.795316949,24.14087232
1976,RAJASTHAN,UDAIPUR,912.16,90453.54513,207673.2601,912.16,0.232479699,9.028358938,25.11160758
1977,RAJASTHAN,UDAIPUR,1150,90453.54513,207673.2601,1150,0.20010436,4.033447118,23.77640797
1978,RAJASTHAN,UDAIPUR,941.49,90453.54513,207673.2601,941.49,0.233189859,-0.548226654,23.60134625
1979,RAJASTHAN,UDAIPUR,106.51,90453.54513,207673.2601,106.51,0.220924586,10.73135966,24.45311606
1980,RAJASTHAN,UDAIPUR,751.45,90453.54513,207673.2601,751.45,0.217523771,11.76985411,23.60064932
1981,RAJASTHAN,UDAIPUR,754.84,90453.54513,207673.2601,754.84,0.20350648,7.221036659,25.09536118
1982,RAJASTHAN,UDAIPUR,400,90453.54513,207673.2601,400,0.21906423,3.219264507,24.71959788
1983,RAJASTHAN,UDAIPUR,1042.33,90453.54513,207673.2601,1042.33,0.206117951,-1.827442978,25.43101492
1984,RAJASTHAN,UDAIPUR,1062.18,90453.54513,207673.2601,1062.18,0.22601943,6.390178105,24.64690291
1985,RAJASTHAN,UDAIPUR,227.27,90453.54513,207673.2601,227.27,0.203642197,-0.783609119,24.85207473
1986,RAJASTHAN,UDAIPUR,142.86,90453.54513,207673.2601,142.86,0.212221232,-1.483794908,24.59640233
1987,RAJASTHAN,UDAIPUR,200,90453.54513,207673.2601,200,0.207800086,5.857484965,24.29353434
1988,RAJASTHAN,UDAIPUR,846.85,90453.54513,207673.2601,846.85,0.203477588,2.142295099,24.52711243
1989,RAJASTHAN,UDAIPUR,710.28,90453.54513,207673.2601,710.28,0.220766015,7.687690386,24.12852335
1990,RAJASTHAN,UDAIPUR,1197.61,90453.54513,207673.2601,1197.61,0.218707405,5.164664592,24.9242089
1991,RAJASTHAN,UDAIPUR,613.72,90453.54513,207673.2601,613.72,0.225442919,2.927969774,24.5765759
1992,RAJASTHAN,UDAIPUR,837.62,90453.54513,207673.2601,837.62,0.195554066,-2.563432799,24.68037581
1993,RAJASTHAN,UDAIPUR,278.46,90453.54513,207673.2601,278.46,0.223994524,1.696701976,26.14236475
1994,RAJASTHAN,UDAIPUR,813.63,90453.54513,207673.2601,813.63,0.238407306,1.880460155,24.52897471
1995,RAJASTHAN,UDAIPUR,363.56,90453.54513,207673.2601,363.56,0.208836406,-0.165395763,24.887379
1996,RAJASTHAN,UDAIPUR,552.17,90453.54513,207673.2601,552.17,0.232304303,4.315921129,24.70343192
1997,RAJASTHAN,UDAIPUR,867.23,10200,8700,0.852941176,0.210721205,0.224882649,25.30929674
1998,RAJASTHAN,UDAIPUR,640.14,8444,5257,0.622572241,0.19962872,5.142428868,24.84972877
1999,RAJASTHAN,UDAIPUR,472.26,6452,2877,0.445908246,0.210296493,7.163198673,24.59478825
